customer_id,first_name,last_name,email,phone_number,age,gender,location,branch,account_number,account_type,account_created_date,income,account_balance,avg_monthly_balance,credit_score,mobile_app
100040,Umang,Modi,dhruv.grover40@ixc.com,9727857519,23,Male,Mumbai,Mumbai,1000402411,Current,3/18/2013,70143.89,33788.66,22171.06,342,FALSE
100041,Arya,Verma,amaira.bajpai41@ixc.com,9926621182,60,Female,Pimpri-Chinchwad,Pimpri-Chinchwad,1000412411,Current,12/31/2021,83287.93,39968.04,27606.54,543,FALSE
100042,Arya,Chatterjee,kiran.reddy42@ixc.com,9717357421,23,Male,Visakhapatnam,Visakhapatnam,1000422411,Savings,11/15/2005,81142.44,53164.56,39225.22,745,FALSE
100043,Ranveer,Naidu,sara.arora43@ixc.com,9837999503,51,Female,Patna,Patna,1000432411,Current,10/13/2011,21885.56,41860.55,33519.66,838,TRUE
100044,Dev,Pillai,raina.chawla44@ixc.com,9764318955,22,Female,Hyderabad,Hyderabad,1000442411,Current,12/16/2000,38674.89,40984.71,34160.67,803,FALSE
100045,Reyansh,Bajpai,zain.khanna45@ixc.com,9881230820,60,Male,Mumbai,Mumbai,1000452411,Current,5/3/2001,67237.65,37436.97,21872.62,642,FALSE
100046,Pari,Walia,shayna.naidu46@ixc.com,9815454489,49,Male,Visakhapatnam,Visakhapatnam,1000462411,Current,10/2/2020,33259.99,38104.17,23044.72,604,FALSE
100047,Zara,Khurana,umang.bajpai47@ixc.com,9618079247,18,Male,Pimpri-Chinchwad,Pimpri-Chinchwad,1000472411,Salary,5/7/2000,28257.89,38142.2,25628.3,387,TRUE
100048,Dev,Tripathi,gayatri.joshi48@ixc.com,9781611430,31,Female,Kanpur,Kanpur,1000482411,Current,11/9/2022,57873.4,39173.06,34157.04,571,FALSE
100049,Laksh,Pillai,vansh.pandey49@ixc.com,9894008109,29,Male,Mumbai,Mumbai,1000492411,Salary,3/28/2011,12878.51,51005.89,27708.35,307,FALSE
100050,Prisha,Bhatia,tara.dutta50@ixc.com,9898104422,40,Female,Thane,Thane,1000502411,Savings,10/15/2020,83779.85,56913.39,50468.27,371,TRUE
100051,Ansh,Rastogi,mohan.tiwari51@ixc.com,9622384725,39,Male,Pimpri-Chinchwad,Pimpri-Chinchwad,1000512411,Salary,10/9/2016,19795.82,10220.77,6523.66,521,FALSE
100052,Pari,Pathan,prisha.bhatia52@ixc.com,9737350621,42,Female,Hyderabad,Hyderabad,1000522411,Current,3/31/2005,94704.67,15782.68,12544.31,844,TRUE
100053,Kiran,Desai,kiara.malik53@ixc.com,9687283024,38,Female,Vadodara,Vadodara,1000532411,Salary,4/7/2008,51302.44,35895.31,20702.12,448,FALSE
100054,Falguni,Goyal,shanaya.trivedi54@ixc.com,9853601989,54,Female,Vadodara,Vadodara,1000542411,Savings,3/5/2018,77905.63,60434.78,40906.12,839,TRUE
100055,Mohan,Upadhyay,alisha.saxena55@ixc.com,9820027373,36,Female,Bangalore,Bangalore,1000552411,Salary,6/8/2013,10312.18,25589.07,15300.65,647,FALSE
100056,Kabir,Agarwal,kian.shrivastava56@ixc.com,9963083344,30,Male,Patna,Patna,1000562411,Current,8/6/2017,28192.37,30883.41,25057.82,665,TRUE
100057,Arya,Pillai,,9723030780,53,Male,Delhi,Delhi,1000572411,Current,9/28/2012,48941.26,28114.78,20947.22,,FALSE
100058,Hridaan,Gandhi,jai.walia58@ixc.com,9958325872,28,Male,Thane,Thane,1000582411,Current,6/22/2018,92841.62,21172.18,12911.62,641,TRUE
100059,Tara,Tiwari,aadhya.meFalsen59@ixc.com,9624857801,38,Female,LuckFalsew,LuckFalsew,1000592411,Current,6/19/2001,74567.37,33263.89,22831.33,301,TRUE
100060,Yashvi,Tripathi,anvi.arora60@ixc.com,9961215308,66,Female,Mumbai,Mumbai,1000602411,Current,4/12/2005,69157.64,54822.56,39387.43,581,FALSE
100061,Vivaan,Dutta,ivan.mukherjee61@ixc.com,9913116516,45,Male,Pune,Pune,1000612411,Current,9/12/2021,15694.14,49015.74,43736.2,394,FALSE
100062,Mohammed,Mehta,pari.chawla62@ixc.com,9924570621,23,Female,Mumbai,Mumbai,1000622411,Salary,8/26/2011,92183.91,34965.15,29785.27,560,TRUE
100063,Mihir,Chawla,anaya.desai63@ixc.com,9647576705,19,Female,Bhopal,Bhopal,1000632411,Current,7/26/2000,19822.85,24483,20460.24,467,FALSE
100064,Arnav,Trivedi,aditya.dave64@ixc.com,9759932643,54,Male,Hyderabad,Hyderabad,1000642411,Savings,8/8/2005,79218.37,79986.02,70858.68,435,TRUE
100065,Navya,Chadha,mohammed.goyal65@ixc.com,9718160059,43,Male,Nagpur,Nagpur,1000652411,Savings,5/9/2000,35674.34,45178.92,37146.61,628,FALSE
100066,Vivaan,Pandey,zain.joshi66@ixc.com,9981030312,52,Male,Kanpur,Kanpur,1000662411,Current,3/12/2001,74461.16,31245.47,23566.4,445,FALSE
100067,Disha,,ishan.rastogi67@ixc.com,9876133084,64,Male,Chennai,Chennai,1000672411,Salary,4/29/2008,23809.05,35816.79,29810.04,640,TRUE
100068,Trisha,Sood,aadhya.upadhyay68@ixc.com,9946120312,57,Female,Patna,Patna,1000682411,Current,10/26/2020,11906.96,55647.63,43431.5,774,TRUE
100069,Siddharth,Modi,vedant.jain69@ixc.com,9962460647,33,Male,Bangalore,Bangalore,1000692411,Savings,10/10/2015,43947.04,19173.27,11843.22,465,FALSE
100070,Adi,Mishra,mohammed.arora70@ixc.com,9855688123,48,Male,Kanpur,Kanpur,1000702411,Salary,9/3/2018,99376.82,25146,19827.97,579,FALSE
100071,Jai,Sheikh,nitya.verma71@ixc.com,9939688921,31,Male,Kolkata,Kolkata,1000712411,Savings,6/18/2018,12719.86,25195.86,14890.58,399,TRUE
100072,Siya,Acharya,dev.ahuja72@ixc.com,9615854686,35,Male,Ahmedabad,Ahmedabad,1000722411,Savings,10/28/2011,33056.62,75027.04,54741.66,765,FALSE
100073,Advik,Chawla,ahana.verma73@ixc.com,9922250013,34,Female,Delhi,Delhi,1000732411,Salary,4/10/2003,57464.05,39014.77,28291.01,521,TRUE
100074,Advik,Goyal,krishna.khurana74@ixc.com,9793289459,56,Male,Indore,Indore,1000742411,Savings,6/13/2010,16482,27899.85,20753.37,,FALSE
100075,Darsh,Verma,siddharth.ghosh75@ixc.com,9626863876,60,Male,Pune,Pune,1000752411,Current,12/9/2016,79654.45,47887.73,29462.54,416,TRUE
100076,Eshani,Bhatia,kiara.banerjee76@ixc.com,9755648949,68,Female,Pune,Pune,1000762411,Current,6/20/2003,18317.33,36189.05,26708.16,611,FALSE
100077,Eva,Modi,eva.chopra77@ixc.com,9885133332,62,Female,Thane,Thane,1000772411,Current,10/31/2012,60607.91,34176.84,25341.63,843,TRUE
100078,Samar,Bhatia,anay.goyal78@ixc.com,9871874049,19,Male,Patna,Patna,1000782411,Current,3/6/2002,26196.4,18972.41,13928.25,642,FALSE
100079,Ahana,Vora,ananya.dave79@ixc.com,9844473367,44,Female,Kanpur,Kanpur,1000792411,Savings,4/28/2021,82071.97,35121.09,28989.88,430,FALSE
100080,Neel,Goyal,ananya.ansari80@ixc.com,9692951702,38,Female,Pune,Pune,1000802411,Current,9/1/2022,27375.5,47856.07,27518.82,772,FALSE
100081,Aditya,Vora,riddhi.bhatt81@ixc.com,9868972010,31,Female,Delhi,Delhi,1000812411,Current,4/12/2010,76306.23,31620.72,25920.31,660,FALSE
100082,Arya,Malik,mahi.sharma82@ixc.com,9634127048,44,Female,Pimpri-Chinchwad,Pimpri-Chinchwad,1000822411,Salary,7/4/2019,80304.3,36675.99,28850.85,603,FALSE
100083,Keyaan,Malhotra,bhavya.gandhi83@ixc.com,9969191636,33,Female,Bhopal,Bhopal,1000832411,Current,4/1/2003,54379.66,12699.18,10274.53,401,FALSE
100084,Pranav,Tripathi,alisha.vora84@ixc.com,9640369604,70,Female,Pune,Pune,1000842411,Savings,2/16/2009,21281.98,40175.72,25430.27,785,FALSE
100085,Aarush,Verma,haniya.raza85@ixc.com,9771396304,62,Female,Kolkata,Kolkata,1000852411,Current,6/26/2012,71679,33929.15,30378.99,623,FALSE
100086,Rehan,Dwivedi,ishan.shah86@ixc.com,9820776566,26,Male,Delhi,Delhi,1000862411,Salary,2/15/2002,29904.79,26078.55,19869.57,433,TRUE
100087,Yuvraj,Pillai,alisha.naidu87@ixc.com,9979775679,57,Female,LuckFalsew,LuckFalsew,1000872411,Current,3/5/2022,64500.5,48285.49,33567.06,714,FALSE
100088,Divij,MeFalsen,arya.chatterjee88@ixc.com,9656597331,32,Male,Jaipur,Jaipur,1000882411,Salary,2/3/2016,24553.71,29193.23,14934.64,,TRUE
100089,Daksh,Kapoor,aryan.yadav89@ixc.com,9736220499,45,Male,Kanpur,Kanpur,1000892411,Savings,6/26/2009,61996.45,42619.05,31874.11,454,TRUE
100090,Arya,Chadha,ishan.banerjee90@ixc.com,9859346006,58,Male,Thane,Thane,1000902411,Current,10/21/2014,27405.16,50143.17,32002.69,462,FALSE
100091,Sara,Grover,jai.sen91@ixc.com,9751306122,37,Male,Thane,Thane,1000912411,Salary,2/16/2008,58544.52,27875.91,14182.59,799,FALSE
100092,Daksh,Reddy,aanya.sharma92@ixc.com,9675112401,61,Female,Patna,Patna,1000922411,Savings,7/3/2004,60270.15,78639.7,45300.62,671,TRUE
100093,Milan,Nair,yuvraj.pillai93@ixc.com,9643171415,58,Male,Hyderabad,Hyderabad,1000932411,Savings,10/4/2003,71498.45,59968.82,34800.98,,FALSE
100094,Bhavya,Kumar,kiara.vora94@ixc.com,9898550394,28,Female,Pune,Pune,1000942411,Salary,10/2/2020,12018.03,34839.85,18469.29,637,FALSE
100095,Jiya,Sood,tanish.dwivedi95@ixc.com,9694898829,41,Male,Pimpri-Chinchwad,Pimpri-Chinchwad,1000952411,Current,5/26/2018,64876.28,42094.88,27463.13,663,FALSE
100096,Divij,Bhatt,ira.banerjee96@ixc.com,9875507077,19,Female,Bhopal,Bhopal,1000962411,Current,3/15/2019,13022.33,37184.49,20671.26,308,FALSE
100097,Reyansh,Rastogi,ishani.rao97@ixc.com,9751730528,33,Female,Hyderabad,Hyderabad,1000972411,Current,6/14/2005,77549.28,31577.35,17740.44,418,FALSE
100098,Divij,Dave,rehan.modi98@ixc.com,9813512884,44,Male,Vadodara,Vadodara,1000982411,Savings,9/16/2005,69255.29,37700.55,24389.77,578,FALSE
100099,Shaurya,Yadav,daksh.reddy99@ixc.com,9723116799,35,Male,Nagpur,Nagpur,1000992411,Salary,8/14/2000,47391.71,54131.96,28161.15,825,TRUE
100100,Daksha,Khurana,mihir.chawla100@ixc.com,9772962404,22,Male,Kolkata,Kolkata,1001002411,Current,4/10/2013,71714.13,31128.03,26252.21,300,TRUE
100101,Sai,Kumar,ayush.sen101@ixc.com,9624152264,25,Male,Chennai,Chennai,1001012411,Current,11/11/2001,36477.67,23967.95,19094.96,659,FALSE
100102,Arya,MeFalsen,arya.dave102@ixc.com,9865108505,67,Male,Thane,Thane,1001022411,Savings,5/13/2007,24674.48,85996.85,53374.13,423,FALSE
100103,Diya,Mukherjee,dhruv.gandhi103@ixc.com,9662642216,45,Male,Nagpur,Nagpur,1001032411,Savings,8/22/2005,15196.83,43127.57,32333.9,669,FALSE
100104,Nitya,Yadav,arya.tripathi104@ixc.com,9858717322,51,Male,Vadodara,Vadodara,1001042411,Savings,10/2/2020,35528.44,77339.21,65444.2,766,FALSE
100105,Anika,Raza,shaurya.sinha105@ixc.com,9988341547,43,Male,Thane,Thane,1001052411,Current,8/16/2005,66621.44,24185.74,12742.34,318,FALSE
100106,Shayna,Rao,arnav.malhotra106@ixc.com,9769739852,69,Male,Kanpur,Kanpur,1001062411,Current,11/25/2012,60355.08,26668.1,17845.62,709,FALSE
100107,Arya,Trivedi,aryan.batra107@ixc.com,9672053528,40,Male,Jaipur,Jaipur,1001072411,Savings,12/2/2019,66259.38,15663.82,8551.73,563,TRUE
100108,Diya,Reddy,naksh.bajpai108@ixc.com,9675390330,67,Male,Pimpri-Chinchwad,Pimpri-Chinchwad,1001082411,Salary,1/21/2020,74298.93,47651.82,23942.29,792,FALSE
100109,Rayaan,Luthra,tara.tiwari109@ixc.com,9619852406,27,Male,Bangalore,Bangalore,1001092411,Savings,11/19/2001,25607.54,33913.45,27494.8,647,FALSE
100110,Reyansh,Agarwal,vansh.iyer110@ixc.com,9682366839,28,Male,Ahmedabad,Ahmedabad,1001102411,Current,1/22/2015,69050.34,16964.55,11958.96,674,TRUE
100111,Trisha,Luthra,aryan.sood111@ixc.com,9814876652,51,Male,Bhopal,Bhopal,1001112411,Current,7/3/2021,22147.35,72891.13,44884.82,674,TRUE
100112,Yash,Khanna,vanya.rastogi112@ixc.com,9967185594,26,Female,Chennai,Chennai,1001122411,Savings,11/28/2003,25958.51,52392.56,27082.81,577,TRUE
100113,Aryan,Malhotra,tanish.ansari113@ixc.com,9986181870,45,Male,Patna,Patna,1001132411,Savings,7/13/2015,94009.71,14537.32,9944.09,726,FALSE
100114,Shanaya,Chatterjee,ananya.rastogi114@ixc.com,9973229573,33,Female,Hyderabad,Hyderabad,1001142411,Current,3/9/2018,41410.44,40353.41,21409.57,704,FALSE
100115,Zara,Tripathi,mohan.jain115@ixc.com,9735369174,40,Male,Kanpur,Kanpur,1001152411,Current,3/9/2009,22299.18,35669.78,31407.84,385,FALSE
100116,Eva,Bhatia,yashvi.chawla116@ixc.com,9877346956,46,Female,Patna,Patna,1001162411,Current,6/19/2021,57555.86,20528.42,13154.14,551,TRUE
100117,Ira,Malik,eva.gupta117@ixc.com,,41,Female,Delhi,Delhi,1001172411,Savings,5/31/2007,34927.25,61957.11,54627.12,423,FALSE
100118,Jai,Rao,aarush.goyal118@ixc.com,9963833904,38,Male,Kolkata,Kolkata,1001182411,Current,1/31/2020,47634.38,48636.3,34133.91,616,TRUE
100119,Mohan,Goyal,dev.bhatt119@ixc.com,9749073245,51,Male,Thane,Thane,1001192411,Current,6/18/2013,19251.11,37179.64,19570.05,679,TRUE
100120,Nitya,Singh,hridaan.nambiar120@ixc.com,9745794476,64,Male,Pune,Pune,1001202411,Current,1/16/2018,10090.42,53898.16,42231.02,819,TRUE
100121,Yuvraj,Malik,hridaan.malik121@ixc.com,9679366386,60,Male,Ahmedabad,Ahmedabad,1001212411,Savings,9/15/2010,16759.07,97243.7,56090.37,317,FALSE
100122,Ishita,Joshi,kabir.khan122@ixc.com,9681074111,50,Male,Hyderabad,Hyderabad,1001222411,Current,9/28/2006,86573.6,34742.46,28087.16,676,FALSE
100123,Tanish,Malik,harsh.bhatt123@ixc.com,9882623915,44,Male,Delhi,Delhi,1001232411,Savings,3/9/2017,81236.55,28549.72,17006.14,829,FALSE
100124,Arnav,Luthra,gayatri.jain124@ixc.com,9959572509,61,Female,Kanpur,Kanpur,1001242411,Savings,2/8/2006,28504.96,30784.76,26142.44,585,TRUE
100125,Raina,Rastogi,eshani.dubey125@ixc.com,9640608408,24,Female,Pimpri-Chinchwad,Pimpri-Chinchwad,1001252411,Current,2/23/2006,35699.38,21085.13,18221.81,848,FALSE
100126,Amaya,Shukla,anika.shrivastava126@ixc.com,9835316477,43,Female,Delhi,Delhi,1001262411,Current,4/18/2016,96782.53,27760.6,17603.44,638,TRUE
100127,Vihaan,Verma,aryan.dave127@ixc.com,9958168216,66,Male,Ahmedabad,Ahmedabad,1001272411,Savings,4/19/2010,69962.34,72036.05,48213.87,752,FALSE
100128,Naksh,Ansari,mohammed.chopra128@ixc.com,9978606919,33,Male,Delhi,Delhi,1001282411,Savings,1/11/2004,44581.76,66762.64,47144.46,802,TRUE
100129,Vivaan,Shah,aryan.bajpai129@ixc.com,9835830388,57,Male,Mumbai,Mumbai,1001292411,Savings,5/19/2002,70701.25,52179.76,42503.8,565,FALSE
100130,Aditya,Ansari,parth.dave130@ixc.com,9950083038,58,Male,Delhi,Delhi,1001302411,Current,5/27/2020,20334.46,56257.47,44672.64,542,FALSE
100131,Rehan,Chopra,yuvan.grover131@ixc.com,9799161766,70,Male,LuckFalsew,LuckFalsew,1001312411,Savings,1/18/2012,28926.79,54745.64,37395.2,529,TRUE
100132,Siddharth,Pathan,mihir.dutta132@ixc.com,9865338891,38,Male,Delhi,Delhi,1001322411,Current,6/20/2018,76664.58,29890.89,25253.48,661,TRUE
100133,Advait,Goyal,arya.meFalsen133@ixc.com,9856917297,69,Male,Hyderabad,Hyderabad,1001332411,Salary,6/11/2011,17313.89,75766.22,65895.71,810,FALSE
100134,Bhavya,Gandhi,harsh.bajpai134@ixc.com,9768569867,45,Male,Bangalore,Bangalore,1001342411,Current,11/6/2015,27041.84,28682.65,16253.25,454,FALSE
100135,Kian,Chopra,diya.yadav135@ixc.com,9878662494,45,Female,Vadodara,Vadodara,1001352411,Salary,12/10/2017,71410.12,54622.68,42155.83,663,FALSE
100136,Keyaan,Agarwal,shaan.luthra136@ixc.com,9717219127,20,Male,Thane,Thane,1001362411,Current,5/25/2017,64349.84,10336.88,7028.76,430,TRUE
100137,Ishani,Batra,yashvi.choudhary137@ixc.com,9852738580,26,Female,Patna,Patna,1001372411,Current,5/5/2012,14275.97,28750.81,24881.44,476,TRUE
100138,Parth,Vora,tanya.goswami138@ixc.com,9884515603,57,Female,Kolkata,Kolkata,1001382411,Salary,10/24/2001,92061.87,78472.93,41992.14,547,FALSE
100139,Jiya,Joshi,sara.verma139@ixc.com,9842207602,53,Female,Bangalore,Bangalore,1001392411,Salary,10/13/2020,79256.94,72503.13,42080.25,349,TRUE
100140,Advik,Bhatia,anika.prasad140@ixc.com,9860187319,54,Female,Pimpri-Chinchwad,Pimpri-Chinchwad,1001402411,Salary,6/12/2008,51179.52,49071.13,34854.16,817,FALSE
100141,Manav,Dave,arya.thakur141@ixc.com,9658315643,59,Male,LuckFalsew,LuckFalsew,1001412411,Current,1/6/2021,48960.13,67641.12,37311.73,,FALSE
100142,Bhavya,Mishra,rehan.chopra142@ixc.com,9827679919,27,Male,Visakhapatnam,Visakhapatnam,1001422411,Current,3/6/2000,51267.42,34493.85,18335,837,TRUE
100143,Hridaan,Ansari,rishi.thakur143@ixc.com,9663963380,57,Male,Jaipur,Jaipur,1001432411,Savings,9/6/2005,78615.69,57069.43,49625.97,483,TRUE
100144,Mohammed,Nambiar,reyansh.joshi144@ixc.com,9792351595,34,Male,Patna,Patna,1001442411,Savings,9/10/2021,20981.27,83672.51,51947.04,756,TRUE
100145,Zara,Bansal,hridaan.pathan145@ixc.com,9626973759,22,Male,Thane,Thane,1001452411,Current,5/19/2021,55912.93,34468.56,27357,474,FALSE
100146,Vivaan,Iyer,riya.dubey146@ixc.com,9644264807,53,Female,Visakhapatnam,Visakhapatnam,1001462411,Current,9/7/2005,44469.36,0,21652.32,353,FALSE
100147,Shaurya,Dave,pratham.raza147@ixc.com,9830383281,64,Male,Patna,Patna,1001472411,Savings,9/29/2021,90847.57,31905.08,22403.04,739,FALSE
100148,Advait,Dwivedi,kartik.yadav148@ixc.com,9863138860,21,Male,Delhi,Delhi,1001482411,Savings,6/2/2009,25138.95,27719.22,15344.64,551,TRUE
100149,Shaan,Vora,yashvi.tiwari149@ixc.com,9915493014,20,Female,Kanpur,Kanpur,1001492411,Savings,4/29/2001,85476.82,43902.75,26863.58,609,FALSE
100150,Charu,Tiwari,reyansh.chopra150@ixc.com,9950071866,24,Male,Ahmedabad,Ahmedabad,1001502411,Savings,12/17/2022,65760.34,60573.45,42403.3,839,TRUE
100151,Aarushi,Arora,dev.malik151@ixc.com,9925992381,51,Male,Bhopal,Bhopal,1001512411,Savings,3/1/2009,54229.21,48394.06,29989.5,526,FALSE
100152,Amaya,Chadha,nitya.modi152@ixc.com,9997590364,37,Male,Patna,Patna,1001522411,Current,12/12/2009,99727.38,40209.65,34131.55,452,FALSE
100153,Keyaan,Das,luv.naidu153@ixc.com,9787459747,54,Male,Patna,Patna,1001532411,Current,9/11/2002,70303.84,23732.96,14165.7,321,FALSE
100154,Milan,Arora,dev.jain154@ixc.com,9854966192,46,Male,Mumbai,Mumbai,1001542411,Current,11/14/2002,45039.99,22246.01,17670.78,564,TRUE
100155,Anaya,Patel,vedant.chakraborty155@ixc.com,9966422679,38,Male,Pimpri-Chinchwad,Pimpri-Chinchwad,1001552411,Current,9/14/2009,54524.84,20799.69,17618.62,570,FALSE
100156,Shayna,Shrivastava,rishi.chadha156@ixc.com,9739958083,30,Male,Bhopal,Bhopal,1001562411,Savings,5/8/2013,50503.81,49433.31,38656.62,575,TRUE
100157,Kiara,Thakur,mahi.pillai157@ixc.com,9952362599,25,Female,Jaipur,Jaipur,1001572411,Salary,3/10/2012,96312.98,39558.05,25259.61,359,TRUE
100158,Jai,Chadha,vanya.gandhi158@ixc.com,9870346225,30,Female,Kolkata,Kolkata,1001582411,Savings,10/12/2014,25255.31,28507.89,20309.49,571,FALSE
